1,-WorstZx-,1000.98,  0.00,3.4,47.1, 9742,  418
2,A-LiuCheNGJiN,948.25,  0.00,3.2,20.1, 3910,  107
3,RUNnnn1,876.75,  9.46,3.6,18.4, 3940,   55
4,indulgere,829.98,  0.00,3.1,19.0, 3511,   55
5,BloodyRegina_Nya,817.42,  0.00,3.3,1.6,  329,    7
6,J0ngleuR,803.37,  0.00,2.6,27.8, 4287, 1010
7,-DesMoineZ_-,783.37,  0.00,3.8,5.0, 1141,   16
8,Zeenee2,762.71,  0.00,3.0,25.1, 4446,  178
9,S547ean,738.37, 23.41,2.3,37.1, 5147,  547
10,cunkuan17kuai,737.26,  0.00,2.8,14.6, 2484,   43
11,memoria-1XUDFJJ,734.90,  0.00,2.8,12.1, 2036,   56
12,_yeegand,726.24,  0.00,2.3,19.4, 2669,   40
13,31RyUsEv7n,715.19, 31.75,2.7,8.0, 1284,   40
14,gawrgura-BF,713.66, 13.47,1.5,29.6, 2581, 2675
15,Osmanthu_love_r,712.09,  0.00,2.8,0.4,   73,    1
16,StayMeWithYou,709.47,  0.00,2.3,4.2,  567,   28
17,red0tea,706.38,  0.00,3.1,11.7, 2195,  155
18,JW9871X,695.80, -3.80,2.2,4.2,  560,   61
19,bili31121876,674.17,  0.24,2.2,34.8, 4544,  219
20,Breakthrough-v-,673.07, 25.10,2.4,6.0,  859,   36
21,ElderlywoR-,672.58, -2.25,2.2,32.4, 4240,  225
22,zhengpe,672.39,  2.90,2.1,28.9, 3635,  150
23,deneyan123,670.98,  0.00,2.5,15.7, 2383,  150
24,NEWPACKOHYEAH,661.02, 11.72,2.3,17.6, 2398,   29
25,Shuai_B_otto,659.54, -3.18,2.4,52.7, 7559,  704
26,MaN1aCP1ggy,654.83,  0.00,2.3,3.7,  503,   13
27,BrunoCNMea,651.32,  0.00,2.9,3.6,  637,   17
28,TnoLB,628.20,  0.00,3.5,3.4,  708,   71
29,-Ao1Nukou-v-,624.36,  0.00,2.9,2.1,  369,   12
30,Aimlose-R_Mikou,623.55,  0.00,2.5,6.1,  908,   71
31,1tsGreektome,619.89,  0.00,2.3,20.3, 2774,  213
32,RPG_200403,619.54,  2.63,2.4,18.4, 2625,  151
33,hjikdzz,612.10,  0.00,2.3,16.5, 2279,  136
34,-EvenSlayerR-,608.50, 20.73,3.3,8.3, 1664,  111
35,TatSuMiiiii,604.75,  0.00,2.3,17.8, 2399,  104
36,Jeenyuhssss,604.67, -4.00,2.4,19.4, 2749,   40
37,Top_Yuuu,602.78, 23.34,2.3,13.4, 1837,   80
38,WhiteInte_Tyrant,595.21, 23.79,2.8,10.0, 1677,   78
39,Greenp1ayer,594.66,  0.00,2.9,6.9, 1196,   21
40,DaBaiHHH,589.90, 41.82,2.7,10.3, 1647,   71
41,thinking-of-u,589.39, 11.96,3.0,4.1,  727,   85
42,HanFeiDingZhen,586.44,  0.00,1.6,41.5, 3954,  462
