1,A-LiuCheNGJiN,881.75,-11.30,3.1,34.2, 6387,  228
2,Jeenyuhssss,868.00,  0.00,3.0,58.6,10390,   78
3,Jun_nnnun,804.90,  0.00,2.9,31.8, 5591,  105
4,Me0wsuk1_-,800.26,  0.00,3.5,20.2, 4196,   55
5,WI1lYouWa1tForme,800.15, 15.48,2.4,39.2, 5664,  657
6,laoyao-x,790.96,  0.00,3.0,19.9, 3595,  407
7,ScarletWithYou,789.39,  0.00,3.0,48.9, 8676,  640
8,dddemt,784.49,  0.00,2.9,28.1, 4927,  488
9,XueCun-QianHuiL1,777.85,  0.00,2.3,89.4,12078,  581
10,Flusha_Himself,774.23, 18.89,3.7,15.0, 3284,  106
11,cunkuan17kuai,743.03,  0.00,3.3,15.8, 3138,   75
12,SiuNancy7,740.40,  0.00,3.1,18.8, 3543,  212
13,-DesMoineZ_-,739.02,  0.00,3.8,12.6, 2870,   53
14,Bulesss,735.52,  0.00,2.0,65.7, 7774,  614
15,Perovskites,727.81,  0.00,2.5,25.0, 3705,  176
16,xXchaochao,721.01, -0.79,2.5,31.6, 4673,  134
17,LuckyStay0,713.14,  0.00,3.7,12.8, 2859,  253
18,MaybeMiko,710.97,  0.00,2.6,17.8, 2737,  529
19,ylgfps,709.47,  0.00,3.5,15.2, 3243,  144
20,ZuiJ1an,709.22,  0.00,2.5,20.3, 3006,  473
21,memoria-1XUDFJJ,706.66, 53.11,2.7,15.0, 2433,   48
22,LibertyBe1l,703.62,  0.00,2.7,18.6, 3004,  502
23,Ka-52,699.46,  0.00,2.4,23.1, 3305,   60
24,BuYaoFaDaiLe,699.38,  6.67,2.3,52.0, 7289,  407
25,DouYin_YL666,696.20,  0.00,2.4,18.4, 2593,  151
26,JacksoN_Leeeee,693.32,-10.87,2.2,36.4, 4862,  201
27,gogocjh,690.15,  8.71,2.0,51.1, 6156, 1799
28,niuniu231,690.14,  0.00,2.3,26.7, 3644,  170
29,TunyRamYee,690.03, 18.55,2.1,35.4, 4557,  358
30,TeamMateHelpMate,685.88,  0.00,2.3,21.9, 3055,  316
31,Liou0_o,683.86,  0.00,2.8,19.8, 3367,  171
32,Minimarszpw,680.66, 11.16,2.5,19.6, 2921,  255
33,B1Eup,679.11,  0.58,2.5,20.2, 3046,  133
34,HalfDemon0,672.48,  0.00,2.3,26.6, 3608,  308
35,Adriard_OvO,669.65,  0.00,1.6,24.2, 2289, 1247
36,tugou-jack,668.53,  0.00,1.3,34.4, 2640, 2189
37,001-TIETOUWA,665.94, 30.82,1.9,44.1, 5023,  433
38,somber-chips,663.90,  6.80,2.1,37.4, 4687,  480
39,A-LiuCheNGL0nG,662.56,  0.00,2.6,21.4, 3403,  334
40,Yukinoks,661.09,  0.00,1.2,14.3, 1064, 2007
41,Nan_Shan_Wind,659.17,  0.00,2.0,31.6, 3819,  235
42,Lum1ne5cence,657.88,  0.00,1.9,40.8, 4588,  254
43,1900king0_o,657.56,  0.00,1.9,78.4, 9003,  528
44,AAAAAAKail-,651.85,  0.00,2.9,13.1, 2298,   93
45,lm_emu_ottori,640.63,  0.28,1.7,79.8, 8289, 1374
46,WhiteMistGlac1er,633.39,  0.00,1.8,31.4, 3403,  128
47,slwoszya,632.05,  0.00,1.9,37.6, 4271,  639
48,Aimeilio,631.77,  2.96,2.1,15.9, 1967,  101
49,XKLiaR_,627.70,  0.00,4.2,9.7, 2431,  188
50,BiliBili21961346,625.06,  0.00,2.8,17.0, 2861,  128
51,Vmountains,624.98,  0.00,2.4,15.2, 2150,   81
52,-Close319,623.74,  0.00,1.8,61.2, 6730,  266
53,VasaK1_HeCaiJuan,616.77,  0.00,1.9,29.2, 3287,  729
54,z7ilsj50k3er,615.97,  6.74,1.7,79.5, 8073, 1201
55,LiuMengYiNB,615.81, 19.45,2.3,13.6, 1904,  283
56,Cooky_Yummy,615.65,  0.00,1.8,43.1, 4754, 1314
57,ImGenshinAce,614.80,  0.00,2.3,21.8, 3039,  112
58,yjr749,603.81,  0.00,2.4,12.7, 1800,   67
59,Wanna_Selfish,601.67,  0.00,1.9,45.6, 5265, 1441
60,ShynessJay,600.49, 27.05,1.9,26.8, 3091,  462
61,_9GZIB,595.50,  0.00,2.8,10.8, 1839,  124
62,WishmeIuck,593.22,  0.00,2.2,9.6, 1256,   42
63,antard,593.08,  0.00,1.6,83.2, 7842,  168
64,udonNoodless,590.20,  0.00,2.4,16.8, 2457,   79
65,-Onmywaaaay-,588.31,  0.00,2.3,18.0, 2457,  214
66,-MYGO-Satori,588.13,  0.00,3.0,7.6, 1351,  178
67,BKxianglajtuibao,586.33,  0.00,1.9,20.0, 2280,  131
68,MuZiiYouYovo,586.16,  0.00,1.8,72.7, 7667,  337
69,-DeFlamed_,585.76,  0.00,1.8,15.7, 1737,  356
70,Definding,585.43,  0.00,1.8,19.5, 2102,   93
71,AmbitiousGirl,583.47,  8.85,1.4,30.9, 2619,  231
72,Guesable,579.46,  0.00,2.1,15.4, 1958,   66
73,scpkdlf,578.90,  0.00,1.9,31.0, 3608,  276
74,RC390,578.56,  0.00,3.3,8.3, 1640,   55
75,notexcuse,577.79,  0.00,2.4,10.5, 1504,   92
76,Ghosts1752,575.19,  0.00,2.0,22.9, 2772,  107
77,Nananaaaami,573.24,  0.00,2.3,10.8, 1460,   33
78,BlbIi3224359,572.60,  0.00,0.9,17.0,  969, 1448
79,MateTea_Aires,572.13,  0.00,1.9,15.9, 1789,  174
80,ID_Meerkat,570.56,  0.00,1.6,29.2, 2805,  755
81,Small_Astain,569.66,  0.00,2.6,14.1, 2233,   80
82,facewow,568.04,  0.00,1.6,60.0, 5803,  147
83,QingxiuPei,567.26,  0.00,1.8,15.7, 1676,  587
84,BackToSummer,564.24,  0.00,1.4,39.2, 3369,  427
85,-iR7oT-,562.69, 27.44,3.3,8.0, 1600,   46
86,LyuA_En,562.55,  0.00,1.4,30.1, 2559,  162
87,Vot_Feng,557.18,  0.00,1.9,31.1, 3540,  120
88,CccchenXia,556.53,  4.20,2.0,16.9, 2007,  327
89,wfYgL,552.83,  0.00,1.3,30.1, 2298, 1467
90,Im-Fathomer-Best,550.72,  0.00,1.3,42.1, 3287, 1194
91,ChaiN_structioN,546.67,  0.00,3.3,7.7, 1509,   45
92,MoonIsFullCharge,545.66,  0.00,1.9,14.3, 1610,  242
93,nzk0079-Liuying,545.52,  0.00,1.9,32.4, 3616,  294
94,Gottweintnicht,544.52,  0.00,1.8,18.9, 1998,  170
95,xiaomeng2568,542.21,  0.00,1.5,37.7, 3383,  524
96,03300302,539.49,  0.00,1.4,16.0, 1352,  499
97,Wangchaoha1yu,537.87,  0.00,1.7,27.7, 2786,  340
98,gentlemanW,536.57,  0.00,2.6,11.4, 1802,  140
99,Deprivator687,534.69,  0.98,1.3,76.3, 5860, 1715
100,wyqcosmos,533.74,  0.00,1.4,75.7, 6369,  303
101,Wen_X1n_Zhu,532.69,  0.00,1.6,35.9, 3377,  548
